date,price
06/22/2020,89.7175
06/23/2020,91.6325
06/24/2020,90.015
06/25/2020,91.21
06/26/2020,88.4075
06/29/2020,90.445
06/30/2020,91.2
07/01/2020,91.0275
07/02/2020,91.0275
07/06/2020,93.4625
07/07/2020,93.1725
07/08/2020,95.3425
07/09/2020,95.6825
07/10/2020,95.92
07/13/2020,95.4775
07/14/2020,97.0575
07/15/2020,97.725
07/16/2020,96.5225
07/17/2020,96.3275
07/20/2020,98.3575
07/21/2020,97.0
07/22/2020,97.2725
07/23/2020,92.845
07/24/2020,92.615
07/27/2020,94.81
07/28/2020,93.2525
07/29/2020,95.04
07/30/2020,96.19
07/31/2020,106.26
08/03/2020,108.9375
08/04/2020,109.665
08/05/2020,110.0625
08/06/2020,113.9025
08/07/2020,111.1125
08/10/2020,112.7275
08/11/2020,109.375
08/12/2020,113.01
08/13/2020,115.01
08/14/2020,114.9075
08/17/2020,114.6075
08/18/2020,115.5625
08/19/2020,115.7075
08/20/2020,118.275
08/21/2020,124.37
08/24/2020,125.8575
08/25/2020,124.825
08/26/2020,126.5225
08/27/2020,125.01
08/28/2020,124.8075
08/31/2020,129.04
09/01/2020,134.18
09/02/2020,131.4
09/03/2020,120.88
09/04/2020,120.96
09/08/2020,112.82
09/09/2020,117.32
09/10/2020,113.49
09/11/2020,112.0
09/14/2020,115.355
09/15/2020,115.54
09/16/2020,112.13
09/17/2020,110.34
09/18/2020,106.84
09/21/2020,110.08
09/22/2020,111.81
09/23/2020,107.12
09/24/2020,108.22
09/25/2020,112.28
09/28/2020,114.96
09/29/2020,114.09
09/30/2020,115.81
10/01/2020,116.79
10/02/2020,113.02
10/05/2020,116.5
10/06/2020,113.16
10/07/2020,115.08
10/08/2020,114.97
10/09/2020,116.97
10/12/2020,124.4
10/13/2020,121.1
10/14/2020,121.19
10/15/2020,120.71
10/16/2020,119.02
10/19/2020,115.98
10/20/2020,117.51
10/21/2020,116.87
10/22/2020,115.75
10/23/2020,115.04
10/26/2020,115.05
10/27/2020,116.6
10/28/2020,111.2
10/29/2020,115.32
10/30/2020,108.86
11/02/2020,108.77
11/03/2020,110.44
11/04/2020,114.95
11/05/2020,119.03
11/06/2020,118.69
11/09/2020,116.32
11/10/2020,115.97
11/11/2020,119.49
11/12/2020,119.21
11/13/2020,119.26
11/16/2020,120.3
11/17/2020,119.39
11/18/2020,118.03
11/19/2020,118.64
11/20/2020,117.34
11/23/2020,113.85
11/24/2020,115.17
11/25/2020,116.03
11/27/2020,116.59
11/30/2020,119.05
12/01/2020,122.72
12/02/2020,123.08
12/03/2020,122.94
12/04/2020,122.25
12/07/2020,123.75
12/08/2020,124.38
12/09/2020,121.78
12/10/2020,123.24
12/11/2020,122.41
12/14/2020,121.78
12/15/2020,127.88
12/16/2020,127.81
12/17/2020,128.7
12/18/2020,126.655
12/21/2020,128.23
12/22/2020,131.88
12/23/2020,130.96
12/24/2020,131.97
12/28/2020,136.69
12/29/2020,134.87
12/30/2020,133.72
12/31/2020,132.69
01/04/2021,129.41
01/05/2021,131.01
01/06/2021,126.6
01/07/2021,130.92
01/08/2021,132.05
01/11/2021,128.98
01/12/2021,128.8
01/13/2021,130.89
01/14/2021,128.91
01/15/2021,127.14
01/19/2021,127.83
01/20/2021,132.03
01/21/2021,136.87
01/22/2021,139.07
01/25/2021,142.92
01/26/2021,143.16
01/27/2021,142.06
01/28/2021,137.09
01/29/2021,131.96
02/01/2021,134.14
02/02/2021,134.99
02/03/2021,133.94
02/04/2021,137.39
02/05/2021,136.76
02/08/2021,136.91
02/09/2021,136.01
02/10/2021,135.39
02/11/2021,135.13
02/12/2021,135.37
02/16/2021,133.19
02/17/2021,130.84
02/18/2021,129.71
02/19/2021,129.87
02/22/2021,126.0
02/23/2021,125.86
02/24/2021,125.35
02/25/2021,120.99
02/26/2021,121.26
03/01/2021,127.79
03/02/2021,125.12
03/03/2021,122.06
03/04/2021,120.13
03/05/2021,121.42
03/08/2021,116.36
03/09/2021,121.085
03/10/2021,119.98
03/11/2021,121.96
03/12/2021,121.03
03/15/2021,123.99
03/16/2021,125.57
03/17/2021,124.76
03/18/2021,120.53
03/19/2021,119.99
03/22/2021,123.39
03/23/2021,122.54
03/24/2021,120.09
03/25/2021,120.59
03/26/2021,121.21
03/29/2021,121.39
03/30/2021,119.9
03/31/2021,122.15
04/01/2021,123.0
04/05/2021,125.9
04/06/2021,126.21
04/07/2021,127.9
04/08/2021,130.36
04/09/2021,132.995
04/12/2021,131.24
04/13/2021,134.43
04/14/2021,132.03
04/15/2021,134.5
04/16/2021,134.16
04/19/2021,134.84
04/20/2021,133.11
04/21/2021,133.5
04/22/2021,131.94
04/23/2021,134.32
04/26/2021,134.72
04/27/2021,134.39
04/28/2021,133.58
04/29/2021,133.48
04/30/2021,131.46
05/03/2021,132.54
05/04/2021,127.85
05/05/2021,128.1
05/06/2021,129.74
05/07/2021,130.21
05/10/2021,126.85
05/11/2021,125.91
05/12/2021,122.77
05/13/2021,124.97
05/14/2021,127.45
05/17/2021,126.27
05/18/2021,124.85
05/19/2021,124.69
05/20/2021,127.31
05/21/2021,125.43
05/24/2021,127.1
05/25/2021,126.9
05/26/2021,126.85
05/27/2021,125.28
05/28/2021,124.61
06/01/2021,124.28
06/02/2021,125.06
06/03/2021,123.54
06/04/2021,125.89
06/07/2021,125.9
06/08/2021,126.74
06/09/2021,127.13
06/10/2021,126.11
06/11/2021,127.35
06/14/2021,130.48
06/15/2021,129.64
06/16/2021,130.15
06/17/2021,131.79
06/18/2021,130.46
06/21/2021,132.3
06/22/2021,133.98
06/23/2021,133.7
06/24/2021,133.41
06/25/2021,133.11
06/28/2021,134.78
06/29/2021,136.33
06/30/2021,136.96
07/01/2021,137.27
07/02/2021,139.96
07/06/2021,142.02
07/07/2021,144.57
07/08/2021,143.24
07/09/2021,145.11
07/12/2021,144.5
07/13/2021,145.64
07/14/2021,149.15
07/15/2021,148.48
07/16/2021,146.39
07/19/2021,142.45
07/20/2021,146.15
07/21/2021,145.4
07/22/2021,146.8
07/23/2021,148.56
07/26/2021,148.99
07/27/2021,146.77
07/28/2021,144.98
07/29/2021,145.64
07/30/2021,145.86
08/02/2021,145.52
08/03/2021,147.36
08/04/2021,146.95
08/05/2021,147.06
08/06/2021,146.14
08/09/2021,146.09
08/10/2021,145.6
08/11/2021,145.86
08/12/2021,148.89
08/13/2021,149.1
08/16/2021,151.12
08/17/2021,150.19
08/18/2021,146.36
08/19/2021,146.7
08/20/2021,148.19
08/23/2021,149.71
08/24/2021,149.62
08/25/2021,148.36
08/26/2021,147.54
08/27/2021,148.6
08/30/2021,153.12
08/31/2021,151.83
09/01/2021,152.51
09/02/2021,153.65
09/03/2021,154.3
09/07/2021,156.69
09/08/2021,155.11
09/09/2021,154.07
09/10/2021,148.97
09/13/2021,149.55
09/14/2021,148.12
09/15/2021,149.03
09/16/2021,148.79
09/17/2021,146.06
09/20/2021,142.94
09/21/2021,143.43
09/22/2021,145.85
09/23/2021,146.83
09/24/2021,146.92
09/27/2021,145.37
09/28/2021,141.91
09/29/2021,142.83
09/30/2021,141.5
10/01/2021,142.65
10/04/2021,139.14
10/05/2021,141.11
10/06/2021,142.0
10/07/2021,143.29
10/08/2021,142.9
10/11/2021,142.81
10/12/2021,141.51
10/13/2021,140.91
10/14/2021,143.76
10/15/2021,144.84
10/18/2021,146.55
10/19/2021,148.76
10/20/2021,149.26
10/21/2021,149.48
10/22/2021,148.69
10/25/2021,148.64
10/26/2021,149.32
10/27/2021,148.85
10/28/2021,152.57
10/29/2021,149.8
11/01/2021,148.96
11/02/2021,150.02
11/03/2021,151.49
11/04/2021,150.96
11/05/2021,151.28
11/08/2021,150.44
11/09/2021,150.81
11/10/2021,147.92
11/11/2021,147.87
11/12/2021,149.99
11/15/2021,150.0
11/16/2021,151.0
11/17/2021,153.49
11/18/2021,157.87
11/19/2021,160.55
11/22/2021,161.02
11/23/2021,161.41
11/24/2021,161.94
11/26/2021,156.81
11/29/2021,160.24
11/30/2021,165.3
12/01/2021,164.77
12/02/2021,163.76
12/03/2021,161.84
12/06/2021,165.32
12/07/2021,171.18
12/08/2021,175.08
12/09/2021,174.56
12/10/2021,179.45
12/13/2021,175.74
12/14/2021,174.33
12/15/2021,179.3
12/16/2021,172.26
12/17/2021,171.14
12/20/2021,169.75
12/21/2021,172.99
12/22/2021,175.64
12/23/2021,176.28
12/27/2021,180.33
12/28/2021,179.29
12/29/2021,179.38
12/30/2021,178.2
12/31/2021,177.57
01/03/2022,182.01
01/04/2022,179.7
01/05/2022,174.92
01/06/2022,172.0
01/07/2022,172.17
01/10/2022,172.19
01/11/2022,175.08
01/12/2022,175.53
01/13/2022,172.19
01/14/2022,173.07
01/18/2022,169.8
01/19/2022,166.23
01/20/2022,164.51
01/21/2022,162.41
01/24/2022,161.62
01/25/2022,159.78
01/26/2022,159.69
01/27/2022,159.22
01/28/2022,170.33
01/31/2022,174.78
02/01/2022,174.61
02/02/2022,175.84
02/03/2022,172.9
02/04/2022,172.39
02/07/2022,171.66
02/08/2022,174.83
02/09/2022,176.28
02/10/2022,172.12
02/11/2022,168.64
02/14/2022,168.88
02/15/2022,172.79
02/16/2022,172.55
02/17/2022,168.88
02/18/2022,167.3
02/22/2022,164.32
02/23/2022,160.07
02/24/2022,162.74
02/25/2022,164.85
02/28/2022,165.12
03/01/2022,163.2
03/02/2022,166.56
03/03/2022,166.23
03/04/2022,163.17
03/07/2022,159.3
03/08/2022,157.44
03/09/2022,162.95
03/10/2022,158.52
03/11/2022,154.73
03/14/2022,150.62
03/15/2022,155.09
03/16/2022,159.59
03/17/2022,160.62
03/18/2022,163.98
03/21/2022,165.38
03/22/2022,168.82
03/23/2022,170.21
03/24/2022,174.07
03/25/2022,174.72
03/28/2022,175.6
03/29/2022,178.96
03/30/2022,177.77
03/31/2022,174.61
04/01/2022,174.31
04/04/2022,178.44
04/05/2022,175.06
04/06/2022,171.83
04/07/2022,172.14
04/08/2022,170.09
04/11/2022,165.75
04/12/2022,167.66
04/13/2022,170.4
04/14/2022,165.29
04/18/2022,165.07
04/19/2022,167.4
04/20/2022,167.23
04/21/2022,166.42
04/22/2022,161.79
04/25/2022,162.88
04/26/2022,156.8
04/27/2022,156.57
04/28/2022,163.64
04/29/2022,157.65
05/02/2022,157.96
05/03/2022,159.48
05/04/2022,166.02
05/05/2022,156.77
05/06/2022,157.28
05/09/2022,152.06
05/10/2022,154.51
05/11/2022,146.5
05/12/2022,142.56
05/13/2022,147.11
05/16/2022,145.54
05/17/2022,149.24
05/18/2022,140.82
05/19/2022,137.35
05/20/2022,137.59
05/23/2022,143.11
05/24/2022,140.36
05/25/2022,140.52
05/26/2022,143.78
05/27/2022,149.64
05/31/2022,148.84
06/01/2022,148.71
06/02/2022,151.21
06/03/2022,145.38
06/06/2022,146.14
06/07/2022,148.71
06/08/2022,147.96
06/09/2022,142.64
06/10/2022,137.13
06/13/2022,131.88
06/14/2022,132.76
06/15/2022,135.43
06/16/2022,130.06
06/17/2022,131.56
06/21/2022,135.87
06/22/2022,135.35
06/23/2022,138.27
06/24/2022,141.66
06/27/2022,141.66
06/28/2022,137.44
06/29/2022,139.23
06/30/2022,136.72
07/01/2022,138.93
07/05/2022,141.56
07/06/2022,142.92
07/07/2022,146.35
07/08/2022,147.04
07/11/2022,144.87
07/12/2022,145.86
07/13/2022,145.49
07/14/2022,148.47
07/15/2022,150.17
07/18/2022,147.07
07/19/2022,151.0
07/20/2022,153.04
07/21/2022,155.35
07/22/2022,154.09
07/25/2022,152.95
07/26/2022,151.6
07/27/2022,156.79
07/28/2022,157.35
07/29/2022,162.51
08/01/2022,161.51
08/02/2022,160.01
08/03/2022,166.13
08/04/2022,165.81
08/05/2022,165.35
08/08/2022,164.87
08/09/2022,164.92
08/10/2022,169.24
08/11/2022,168.49
08/12/2022,172.1
08/15/2022,173.19
08/16/2022,173.03
08/17/2022,174.55
08/18/2022,174.15
08/19/2022,171.52
08/22/2022,167.57
08/23/2022,167.23
08/24/2022,167.53
08/25/2022,170.03
08/26/2022,163.62
08/29/2022,161.38
08/30/2022,158.91
08/31/2022,157.22
09/01/2022,157.96
09/02/2022,155.81
09/06/2022,154.53
09/07/2022,155.96
09/08/2022,154.46
09/09/2022,157.37
09/12/2022,163.43
09/13/2022,153.84
09/14/2022,155.31
09/15/2022,152.37
09/16/2022,150.7
09/19/2022,154.48
09/20/2022,156.9
09/21/2022,153.72
09/22/2022,152.74
09/23/2022,150.43
09/26/2022,150.77
09/27/2022,151.76
09/28/2022,149.84
09/29/2022,142.48
09/30/2022,138.2
10/03/2022,142.45
10/04/2022,146.1
10/05/2022,146.4
10/06/2022,145.43
10/07/2022,140.09
10/10/2022,140.42
10/11/2022,138.98
10/12/2022,138.34
10/13/2022,142.99
10/14/2022,138.38
10/17/2022,142.41
10/18/2022,143.75
10/19/2022,143.86
10/20/2022,143.39
10/21/2022,147.27
10/24/2022,149.45
10/25/2022,152.34
10/26/2022,149.35
10/27/2022,144.8
10/28/2022,155.74
10/31/2022,153.34
11/01/2022,150.65
11/02/2022,145.03
11/03/2022,138.88
11/04/2022,138.38
11/07/2022,138.92
11/08/2022,139.5
11/09/2022,134.87
11/10/2022,146.87
11/11/2022,149.7
11/14/2022,148.28
11/15/2022,150.04
11/16/2022,148.79
11/17/2022,150.72
11/18/2022,151.29
11/21/2022,148.01
11/22/2022,150.18
11/23/2022,151.07
11/25/2022,148.11
11/28/2022,144.22
11/29/2022,141.17
11/30/2022,148.03
12/01/2022,148.31
12/02/2022,147.81
12/05/2022,146.63
12/06/2022,142.91
12/07/2022,140.94
12/08/2022,142.65
12/09/2022,142.16
12/12/2022,144.49
12/13/2022,145.47
12/14/2022,143.21
12/15/2022,136.5
12/16/2022,134.51
12/19/2022,132.37
12/20/2022,132.3
12/21/2022,135.45
12/22/2022,132.23
12/23/2022,131.86
12/27/2022,130.03
12/28/2022,126.04
12/29/2022,129.61
12/30/2022,129.93
01/03/2023,125.07
01/04/2023,126.36
01/05/2023,125.02
01/06/2023,129.62
01/09/2023,130.15
01/10/2023,130.73
01/11/2023,133.49
01/12/2023,133.41
01/13/2023,134.76
01/17/2023,135.94
01/18/2023,135.21
01/19/2023,135.27
01/20/2023,137.87
01/23/2023,141.11
01/24/2023,142.53
01/25/2023,141.86
01/26/2023,143.96
01/27/2023,145.93
01/30/2023,143.0
01/31/2023,144.29
02/01/2023,145.43
02/02/2023,150.82
02/03/2023,154.5
02/06/2023,151.73
02/07/2023,154.65
02/08/2023,151.92
02/09/2023,150.87
02/10/2023,151.01
02/13/2023,153.85
02/14/2023,153.2
02/15/2023,155.33
02/16/2023,153.71
02/17/2023,152.55
02/21/2023,148.48
02/22/2023,148.91
02/23/2023,149.4
02/24/2023,146.71
02/27/2023,147.92
02/28/2023,147.41
03/01/2023,145.31
03/02/2023,145.91
03/03/2023,151.03
03/06/2023,153.83
03/07/2023,151.6
03/08/2023,152.87
03/09/2023,150.59
03/10/2023,148.5
03/13/2023,150.47
03/14/2023,152.59
03/15/2023,152.99
03/16/2023,155.85
03/17/2023,155.0
03/20/2023,157.4
03/21/2023,159.28
03/22/2023,157.83
03/23/2023,158.93
03/24/2023,160.25
03/27/2023,158.28
03/28/2023,157.65
03/29/2023,160.77
03/30/2023,162.36
03/31/2023,164.9
04/03/2023,166.17
04/04/2023,165.63
04/05/2023,163.76
04/06/2023,164.66
04/10/2023,162.03
04/11/2023,160.8
04/12/2023,160.1
04/13/2023,165.56
04/14/2023,165.21
04/17/2023,165.23
04/18/2023,166.47
04/19/2023,167.63
04/20/2023,166.65
04/21/2023,165.02
04/24/2023,165.33
04/25/2023,163.77
04/26/2023,163.76
04/27/2023,168.41
04/28/2023,169.68
05/01/2023,169.59
05/02/2023,168.54
05/03/2023,167.45
05/04/2023,165.79
05/05/2023,173.57
05/08/2023,173.5
05/09/2023,171.77
05/10/2023,173.555
05/11/2023,173.75
05/12/2023,172.57
05/15/2023,172.07
05/16/2023,172.07
05/17/2023,172.69
05/18/2023,175.05
05/19/2023,175.16
05/22/2023,174.2
05/23/2023,171.56
05/24/2023,171.84
05/25/2023,172.99
05/26/2023,175.43
05/30/2023,177.3
05/31/2023,177.25
06/01/2023,180.09
06/02/2023,180.95
06/05/2023,179.58
06/06/2023,179.21
06/07/2023,177.82
06/08/2023,180.57
06/09/2023,180.96
06/12/2023,183.79
06/13/2023,183.31
06/14/2023,183.95
06/15/2023,186.01
06/16/2023,184.92
06/20/2023,185.01
06/21/2023,183.96
06/22/2023,187.0
06/23/2023,186.68
06/26/2023,185.27
06/27/2023,188.06
06/28/2023,189.25
06/29/2023,189.59
06/30/2023,193.97
07/03/2023,192.46
07/05/2023,191.33
07/06/2023,191.81
07/07/2023,190.68
07/10/2023,188.61
07/11/2023,188.08
07/12/2023,189.77
07/13/2023,190.54
07/14/2023,190.69
07/17/2023,193.99
07/18/2023,193.73
07/19/2023,195.1
07/20/2023,193.13
07/21/2023,191.94
07/24/2023,192.75
07/25/2023,193.62
07/26/2023,194.5
07/27/2023,193.22
07/28/2023,195.83
07/31/2023,196.45
08/01/2023,195.605
08/02/2023,192.58
08/03/2023,191.17
08/04/2023,181.99
08/07/2023,178.85
08/08/2023,179.8
08/09/2023,178.19
08/10/2023,177.97
08/11/2023,177.79
08/14/2023,179.46
08/15/2023,177.45
08/16/2023,176.57
08/17/2023,174.0
08/18/2023,174.49
08/21/2023,175.84
08/22/2023,177.23
08/23/2023,181.12
08/24/2023,176.38
08/25/2023,178.61
08/28/2023,180.19
08/29/2023,184.12
08/30/2023,187.65
08/31/2023,187.87
09/01/2023,189.46
09/05/2023,189.7
09/06/2023,182.91
09/07/2023,177.56
09/08/2023,178.18
09/11/2023,179.36
09/12/2023,176.3
09/13/2023,174.21
09/14/2023,175.74
09/15/2023,175.01
09/18/2023,177.97
09/19/2023,179.07
09/20/2023,175.49
09/21/2023,173.93
09/22/2023,174.79
09/25/2023,176.08
09/26/2023,171.96
09/27/2023,170.43
09/28/2023,170.69
09/29/2023,171.21
10/02/2023,173.75
10/03/2023,172.4
10/04/2023,173.66
10/05/2023,174.91
10/06/2023,177.49
10/09/2023,178.99
10/10/2023,178.39
10/11/2023,179.8
10/12/2023,180.71
10/13/2023,178.85
10/16/2023,178.72
10/17/2023,177.15
10/18/2023,175.84
10/19/2023,175.46
10/20/2023,172.88
10/23/2023,173.0
10/24/2023,173.44
10/25/2023,171.1
10/26/2023,166.89
10/27/2023,168.22
10/30/2023,170.29
10/31/2023,170.77
11/01/2023,173.97
11/02/2023,177.57
11/03/2023,176.65
11/06/2023,179.23
11/07/2023,181.82
11/08/2023,182.89
11/09/2023,182.41
11/10/2023,186.4
11/13/2023,184.8
11/14/2023,187.44
11/15/2023,188.01
11/16/2023,189.71
11/17/2023,189.69
11/20/2023,191.45
11/21/2023,190.64
11/22/2023,191.31
11/24/2023,189.97
11/27/2023,189.79
11/28/2023,190.4
11/29/2023,189.37
11/30/2023,189.95
12/01/2023,191.24
12/04/2023,189.43
12/05/2023,193.42
12/06/2023,192.32
12/07/2023,194.27
12/08/2023,195.71
12/11/2023,193.18
12/12/2023,194.71
12/13/2023,197.96
12/14/2023,198.11
12/15/2023,197.57
12/18/2023,195.89
12/19/2023,196.94
12/20/2023,194.83
12/21/2023,194.68
12/22/2023,193.6
12/26/2023,193.05
12/27/2023,193.15
12/28/2023,193.58
12/29/2023,192.53
01/02/2024,185.64
01/03/2024,184.25
01/04/2024,181.91
01/05/2024,181.18
01/08/2024,185.56
01/09/2024,185.14
01/10/2024,186.19
01/11/2024,185.59
01/12/2024,185.92
01/16/2024,183.63
01/17/2024,182.68
01/18/2024,188.63
01/19/2024,191.56
01/22/2024,193.89
01/23/2024,195.18
01/24/2024,194.5
01/25/2024,194.17
01/26/2024,192.42
01/29/2024,191.73
01/30/2024,188.04
01/31/2024,184.4
02/01/2024,186.86
02/02/2024,185.85
02/05/2024,187.68
02/06/2024,189.3
02/07/2024,189.41
02/08/2024,188.32
02/09/2024,188.85
02/12/2024,187.15
02/13/2024,185.04
02/14/2024,184.15
02/15/2024,183.86
02/16/2024,182.31
02/20/2024,181.56
02/21/2024,182.32
02/22/2024,184.37
02/23/2024,182.52
02/26/2024,181.16
02/27/2024,182.63
02/28/2024,181.42
02/29/2024,180.75
03/01/2024,179.66
03/04/2024,175.1
03/05/2024,170.12
03/06/2024,169.12
03/07/2024,169.0
03/08/2024,170.73
03/11/2024,172.75
03/12/2024,173.23
03/13/2024,171.13
03/14/2024,173.0
03/15/2024,172.62
03/18/2024,173.72
03/19/2024,176.08
03/20/2024,178.67
03/21/2024,171.37
03/22/2024,172.28
03/25/2024,170.85
03/26/2024,169.71
03/27/2024,173.31
03/28/2024,171.48
04/01/2024,170.03
04/02/2024,168.84
04/03/2024,169.65
04/04/2024,168.82
04/05/2024,169.58
04/08/2024,168.45
04/09/2024,169.67
04/10/2024,167.78
04/11/2024,175.04
04/12/2024,176.55
04/15/2024,172.69
04/16/2024,169.38
04/17/2024,168.0
04/18/2024,167.04
04/19/2024,165.0
04/22/2024,165.84
04/23/2024,166.9
04/24/2024,169.02
04/25/2024,169.89
04/26/2024,169.3
04/29/2024,173.5
04/30/2024,170.33
05/01/2024,169.3
05/02/2024,173.03
05/03/2024,183.38
05/06/2024,181.71
05/07/2024,182.4
05/08/2024,182.74
05/09/2024,184.57
05/10/2024,183.05
05/13/2024,186.28
05/14/2024,187.43
05/15/2024,189.72
05/16/2024,189.84
05/17/2024,189.87
05/20/2024,191.04
05/21/2024,192.35
05/22/2024,190.9
05/23/2024,186.88
05/24/2024,189.98
05/28/2024,189.99
05/29/2024,190.29
05/30/2024,191.29
05/31/2024,192.25
06/03/2024,194.03
06/04/2024,194.35
06/05/2024,195.87
06/06/2024,194.48
06/07/2024,196.89
06/10/2024,193.12
06/11/2024,207.15
06/12/2024,213.07
06/13/2024,214.24
06/14/2024,212.49
06/17/2024,216.67
06/18/2024,214.29
06/20/2024,209.68
06/21/2024,207.49
06/24/2024,208.14
06/25/2024,209.07
06/26/2024,213.25
06/27/2024,214.1
06/28/2024,210.62
07/01/2024,216.75
07/02/2024,220.27
07/03/2024,221.55
07/05/2024,226.34
07/08/2024,227.82
07/09/2024,228.68
07/10/2024,232.98
07/11/2024,227.57
07/12/2024,230.54
07/15/2024,234.4
07/16/2024,234.82
07/17/2024,228.88
07/18/2024,224.18
07/19/2024,224.31
07/22/2024,223.96
07/23/2024,225.01
07/24/2024,218.54
07/25/2024,217.49
07/26/2024,217.96
07/29/2024,218.24
07/30/2024,218.8
07/31/2024,222.08
08/01/2024,218.36
08/02/2024,219.86
08/05/2024,209.27
08/06/2024,207.23
08/07/2024,209.82
08/08/2024,213.31
08/09/2024,216.24
08/12/2024,217.53
08/13/2024,221.27
08/14/2024,221.72
08/15/2024,224.72
08/16/2024,226.05
08/19/2024,225.89
08/20/2024,226.51
08/21/2024,226.4
08/22/2024,224.53
08/23/2024,226.84
08/26/2024,227.18
08/27/2024,228.03
08/28/2024,226.49
08/29/2024,229.79
08/30/2024,229.0
09/03/2024,222.77
09/04/2024,220.85
09/05/2024,222.38
09/06/2024,220.82
09/09/2024,220.91
09/10/2024,220.11
09/11/2024,222.66
09/12/2024,222.77
09/13/2024,222.5
09/16/2024,216.32
09/17/2024,216.79
09/18/2024,220.69
09/19/2024,228.87
09/20/2024,228.2
09/23/2024,226.47
09/24/2024,227.37
09/25/2024,226.37
09/26/2024,227.52
09/27/2024,227.79
09/30/2024,233.0
10/01/2024,226.21
10/02/2024,226.78
10/03/2024,225.67
10/04/2024,226.8
10/07/2024,221.69
10/08/2024,225.77
10/09/2024,229.54
10/10/2024,229.04
10/11/2024,227.55
10/14/2024,231.3
10/15/2024,233.85
10/16/2024,231.78
10/17/2024,232.15
10/18/2024,235.0
10/21/2024,236.48
10/22/2024,235.86
10/23/2024,230.76
10/24/2024,230.57
10/25/2024,231.41
10/28/2024,233.4
10/29/2024,233.67
10/30/2024,230.1
10/31/2024,225.91
11/01/2024,222.91
11/04/2024,222.01
11/05/2024,223.45
11/06/2024,222.72
11/07/2024,227.48
11/08/2024,226.96
11/11/2024,224.23
11/12/2024,224.23
11/13/2024,225.12
11/14/2024,228.22
11/15/2024,225.0
11/18/2024,228.02
11/19/2024,228.28
11/20/2024,229.0
11/21/2024,228.52
11/22/2024,229.87
11/25/2024,232.87
11/26/2024,235.06
11/27/2024,234.93
11/29/2024,237.33
12/02/2024,239.59
12/03/2024,242.65
12/04/2024,243.01
12/05/2024,243.04
12/06/2024,242.84
12/09/2024,246.75
12/10/2024,247.77
12/11/2024,246.49
12/12/2024,247.96
12/13/2024,248.13
12/16/2024,251.04
12/17/2024,253.48
12/18/2024,248.05
12/19/2024,249.79
12/20/2024,254.49
12/23/2024,255.27
12/24/2024,258.2
12/26/2024,259.02
12/27/2024,255.59
12/30/2024,252.2
12/31/2024,250.42
01/02/2025,243.85
01/03/2025,243.36
01/06/2025,245.0
01/07/2025,242.21
01/08/2025,242.7
01/10/2025,236.85
01/13/2025,234.4
01/14/2025,233.28
01/15/2025,237.87
01/16/2025,228.26
01/17/2025,229.98
01/21/2025,222.64
01/22/2025,223.83
01/23/2025,223.66
01/24/2025,222.78
01/27/2025,229.86
01/28/2025,238.26
01/29/2025,239.36
01/30/2025,237.59
01/31/2025,236.0
02/03/2025,228.01
02/04/2025,232.8
02/05/2025,232.47
02/06/2025,233.22
02/07/2025,227.63
02/10/2025,227.65
02/11/2025,232.62
02/12/2025,236.87
02/13/2025,241.53
02/14/2025,244.6
02/18/2025,244.47
02/19/2025,244.87
02/20/2025,245.83
02/21/2025,245.55
02/24/2025,247.1
02/25/2025,247.04
02/26/2025,240.36
02/27/2025,237.3
02/28/2025,241.84
03/03/2025,238.03
03/04/2025,235.93
03/05/2025,235.74
03/06/2025,235.33
03/07/2025,239.07
03/10/2025,227.48
03/11/2025,220.84
03/12/2025,216.98
03/13/2025,209.68
03/14/2025,213.49
03/17/2025,214.0
03/18/2025,212.69
03/19/2025,215.24
03/20/2025,214.1
03/21/2025,218.27
03/24/2025,220.73
03/25/2025,223.75
03/26/2025,221.53
03/27/2025,223.85
03/28/2025,217.9
03/31/2025,222.13
04/01/2025,223.19
04/02/2025,223.89
04/03/2025,203.19
04/04/2025,188.38
04/07/2025,181.46
04/08/2025,172.42
04/09/2025,198.85
04/10/2025,190.42
04/11/2025,198.15
04/14/2025,202.52
04/15/2025,202.14
04/16/2025,194.27
04/17/2025,196.98
04/21/2025,193.16
04/22/2025,199.74
04/23/2025,204.6
04/24/2025,208.37
04/25/2025,209.28
04/28/2025,210.14
04/29/2025,211.21
04/30/2025,212.5
05/01/2025,213.32
05/02/2025,205.35
05/05/2025,198.89
05/06/2025,198.51
05/07/2025,196.25
05/08/2025,197.49
05/09/2025,198.53
05/12/2025,210.79
05/13/2025,212.93
05/14/2025,212.33
05/15/2025,211.45
05/16/2025,211.26
05/19/2025,208.78
05/20/2025,206.86
05/21/2025,202.09
05/22/2025,201.36
05/23/2025,195.27
05/27/2025,200.21
05/28/2025,200.42
05/29/2025,199.95
05/30/2025,200.85
06/02/2025,201.7
06/03/2025,203.27
06/04/2025,202.82
06/05/2025,200.63
06/06/2025,203.92
06/09/2025,201.45
06/10/2025,202.67
06/11/2025,198.78
06/12/2025,199.2
06/13/2025,196.45
06/16/2025,198.42
06/17/2025,195.64
06/18/2025,196.58
06/20/2025,201.0
06/23/2025,201.5
06/24/2025,200.3
06/25/2025,201.56
06/26/2025,201.0
06/27/2025,201.08
06/30/2025,205.17
07/01/2025,207.82
07/02/2025,212.44
07/03/2025,213.55
07/07/2025,209.95
07/08/2025,210.01
07/09/2025,211.14
07/10/2025,212.41
